identifier,timestep,theme0,theme1,theme2,theme3,theme4,theme5,species,Input,SoftwoodMerch,SoftwoodFoliage,SoftwoodOther,SoftwoodCoarseRoots,SoftwoodFineRoots,HardwoodMerch,HardwoodFoliage,HardwoodOther,HardwoodCoarseRoots,HardwoodFineRoots,AboveGroundVeryFastSoil,BelowGroundVeryFastSoil,AboveGroundFastSoil,BelowGroundFastSoil,MediumSoil,AboveGroundSlowSoil,BelowGroundSlowSoil,SoftwoodStemSnag,SoftwoodBranchSnag,HardwoodStemSnag,HardwoodBranchSnag,CO2,CH4,CO,NO2,Products,dtype_key,ecosystem_init,biomass_init,DOM_init,age,area,ecosystem,DOM,biomass
1,24,tsa04,1,7,100,7,7,softwood,10.0,0.03512596942219688,5.857723999868535,2.0026821481424486,1.01907199274227,0.7337361373278963,0.0,0.0,0.0,0.0,0.0,2.7266857227985812,0.4369057274854823,40.17042485667975,6.373413625545376,101.12477869559032,84.33327451321134,401.6530336001588,73.5412796041004,4.746973260599293,0.0,0.0,33520.70382352918,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,724.7551098536726,9.648340247503347,715.1067696061693,1,10.0,72.47551098536726,71.51067696061693,0.9648340247503346
2,24,tsa04,1,7,100,7,7,softwood,5.0,0.02195126844903437,3.137935894788037,1.275552622963645,0.573368537000495,0.41129909553606414,0.0,0.0,0.0,0.0,0.0,1.508440555602387,0.24670390630265482,18.719576890932032,2.934622441425652,50.65128727296777,42.22122985678504,200.47861861061975,35.21990305288001,2.0609053217426982,0.0,0.0,16764.473206959123,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,359.46139532799526,5.420107418737275,354.041287909258,2,5.0,71.89227906559906,70.8082575818516,1.0840214837474549
1,25,tsa04,1,7,100,7,7,softwood,10.0,0.04390253689806874,6.275871789576074,2.55110524592729,1.14673707400099,0.8225981910721283,0.0,0.0,0.0,0.0,0.0,3.016881111204774,0.49340781260530964,37.439153781864064,5.869244882851304,101.30257454593554,84.44245971357007,400.9572372212395,70.43980610576001,4.1218106434853965,0.0,0.0,33528.946413918246,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,718.9227906559905,10.84021483747455,708.082575818516,1,10.0,71.89227906559906,70.8082575818516,1.0840214837474549
2,25,tsa04,1,7,100,7,7,softwood,5.0,0.02720585395740467,3.3519567704800686,1.5816464629339229,0.6423509077688256,0.45894870962762413,0.0,0.0,0.0,0.0,0.0,1.6608592091717713,0.2776229153706485,17.443979376028828,2.703483469044336,50.68973591531966,42.2571727746191,200.13069716819052,33.7345910639656,1.7937133928637883,0.0,0.0,16768.49546042187,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,356.7539639893421,6.062108704767846,350.6918552845742,2,5.0,71.35079279786842,70.13837105691485,1.2124217409535691
1,26,tsa04,1,7,100,7,7,softwood,10.0,0.05441170791480934,6.703913540960137,3.1632929258678457,1.2847018155376513,0.9178974192552483,0.0,0.0,0.0,0.0,0.0,3.3217184183435426,0.555245830741297,34.887958752057656,5.406966938088672,101.37947183063932,84.5143455492382,400.26139433638104,67.4691821279312,3.5874267857275766,0.0,0.0,33536.99092084374,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,713.5079279786842,12.124217409535692,701.3837105691484,1,10.0,71.35079279786842,70.13837105691485,1.2124217409535691
2,26,tsa04,1,7,100,7,7,softwood,5.0,0.03345586360824064,3.570681980746362,1.9209308453615122,0.7166879031895521,0.5098773459274254,0.0,0.0,0.0,0.0,0.0,1.820725626574935,0.31120858664106527,16.25627522021318,2.4916485783121463,50.680845498079435,42.27647119168991,199.78311573022336,32.31194864999098,1.566036505152042,0.0,0.0,16772.42945923466,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,354.24990952571017,6.751633938833092,347.49827558687707,2,5.0,70.84998190514203,69.49965511737541,1.3503267877666185
1,27,tsa04,1,7,100,7,7,softwood,10.0,0.06691172721648128,7.141363961492724,3.8418616907230243,1.4333758063791042,1.0197546918548508,0.0,0.0,0.0,0.0,0.0,3.64145125314987,0.6224171732821305,32.51255044042636,4.9832971566242925,101.36169099615887,84.55294238337981,399.5662314604467,64.62389729998196,3.132073010304084,0.0,0.0,33544.85891846932,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,708.4998190514203,13.503267877666184,694.9965511737541,1,10.0,70.84998190514203,69.49965511737541,1.3503267877666185
2,27,tsa04,1,7,100,7,7,softwood,5.0,0.040843873180454945,3.7938685192667054,2.294662940987142,0.7965846053899874,0.5641367186324276,0.0,0.0,0.0,0.0,0.0,1.9881412699476417,0.34747290295701727,15.15398997755786,2.297610736143772,50.62757454276097,42.28104224271755,199.43622631568013,30.94933743219792,1.3728133031081304,0.0,0.0,16776.285586909973,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,351.9443053805277,7.490096657456717,344.45420872307096,2,5.0,70.38886107610554,68.89084174461419,1.4980193314913435
1,28,tsa04,1,7,100,7,7,softwood,10.0,0.08168774636090989,7.587737038533411,4.589325881974284,1.5931692107799749,1.1282734372648553,0.0,0.0,0.0,0.0,0.0,3.9762825398952835,0.6949458059140345,30.30797995511572,4.595221472287544,101.25514908552194,84.5620844854351,398.87245263136026,61.89867486439584,2.745626606216261,0.0,0.0,33552.571173819946,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,703.8886107610554,14.980193314913434,688.9084174461419,1,10.0,70.38886107610554,68.89084174461419,1.4980193314913435
2,28,tsa04,1,7,100,7,7,softwood,5.0,0.04952674506729291,4.021273284934521,2.7040451990210923,0.8822462209603708,0.6217694198827145,0.0,0.0,0.0,0.0,0.0,2.163183834989247,0.38643534404585944,14.134419305289569,2.119986363271501,50.53273671776889,42.272716555087314,199.0903715520239,29.644230973755313,1.2096840968578728,0.0,0.0,16780.07383670609,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,349.83262561295544,8.27886086986599,341.55376474308946,2,5.0,69.9665251225911,68.31075294861789,1.655772173973198
1,29,tsa04,1,7,100,7,7,softwood,10.0,0.09905349013458582,8.042546569869042,5.408090398042185,1.7644924419207415,1.243538839765429,0.0,0.0,0.0,0.0,0.0,4.326367669978494,0.7728706880917189,28.268838610579138,4.239972726543002,101.06547343553778,84.54543311017463,398.1807431040478,59.288461947510626,2.4193681937157456,0.0,0.0,33560.14767341218,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,699.6652512259109,16.55772173973198,683.1075294861789,1,10.0,69.9665251225911,68.31075294861789,1.655772173973198
2,29,tsa04,1,7,100,7,7,softwood,5.0,0.05967647701908538,4.252653351990672,3.1502216517698067,0.9738778830149928,0.6828085457180705,0.0,0.0,0.0,0.0,0.0,2.3459084958728464,0.4281186344005783,13.194710455373311,1.9575053758288523,50.399007390623495,42.25324034861145,198.7458860990392,28.39421012404194,1.0728946821412848,0.0,0.0,16783.80382570191,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,347.9107195154456,9.119237909512627,338.791481605933,2,5.0,69.58214390308912,67.75829632118659,1.8238475819025255
1,30,tsa04,1,7,100,7,7,softwood,10.0,0.11935295403817076,8.505306703981343,6.3004433035396135,1.9477557660299856,1.365617091436141,0.0,0.0,0.0,0.0,0.0,4.691816991745693,0.8562372688011566,26.389420910746622,3.9150107516577046,100.79801478124699,84.5064806972229,397.4917721980784,56.78842024808388,2.1457893642825696,0.0,0.0,33567.60765140382,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,695.8214390308912,18.238475819025254,677.582963211866,1,10.0,69.58214390308912,67.75829632118659,1.8238475819025255
2,30,tsa04,1,7,100,7,7,softwood,5.0,0.0714810650067297,4.487766243094896,3.6342741759906616,1.0716844159052616,0.7472773535632266,0.0,0.0,0.0,0.0,0.0,2.5363488797044993,0.4725456037493733,12.331928245761754,1.8090020282585197,50.22892989658081,42.224277942158764,198.40309773896922,27.196958563097674,0.959213233981367,0.0,0.0,16787.48480933354,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,346.17478538582276,10.012483253560776,336.16230213226197,2,5.0,69.23495707716455,67.23246042645239,2.002496650712155
1,31,tsa04,1,7,100,7,7,softwood,10.0,0.1429621300134594,8.975532486189792,7.268548351981323,2.1433688318105233,1.494554707126453,0.0,0.0,0.0,0.0,0.0,5.072697759408999,0.9450912074987466,24.663856491523507,3.6180040565170395,100.45785979316162,84.44855588431753,396.80619547793845,54.39391712619535,1.918426467962734,0.0,0.0,33574.96961866708,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,692.3495707716455,20.02496650712155,672.3246042645239,1,10.0,69.23495707716455,67.23246042645239,2.002496650712155
2,31,tsa04,1,7,100,7,7,softwood,5.0,0.08514537861135113,4.726370203650022,4.1572187225319945,1.1758700601940406,0.8151889554700866,0.0,0.0,0.0,0.0,0.0,2.7345178225042925,0.5197368551504487,11.5431079638068,1.673406492549843,50.024921535881084,42.187414541080216,198.06232820021347,26.050258537860206,0.8658584917282142,0.0,0.0,16791.125696115003,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,344.621343761232,10.959793320457495,333.66155044077453,2,5.0,68.9242687522464,66.7323100881549,2.1919586640914988
1,32,tsa04,1,7,100,7,7,softwood,10.0,0.17029075722270226,9.452740407300045,8.314437445063989,2.3517401203880812,1.6303779109401733,0.0,0.0,0.0,0.0,0.0,5.469035645008585,1.0394737103008973,23.0862159276136,3.346812985099686,100.04984307176217,84.37482908216043,396.12465640042694,52.10051707572041,1.7317169834564283,0.0,0.0,33582.251392230006,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,689.242687522464,21.91958664091499,667.3231008815491,1,10.0,68.9242687522464,66.7323100881549,2.1919586640914988
2,32,tsa04,1,7,100,7,7,softwood,5.0,0.10089204714296876,4.968224475894586,4.720001526216917,1.2866381557185156,0.8865460512159771,0.0,0.0,0.0,0.0,0.0,2.940407951463318,0.56970902242428,10.825297292945073,1.5497371140329905,49.78927931133917,42.144159202451746,197.7238937656362,24.951986782150364,0.790437696215237,0.0,0.0,16794.735062295316,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,343.24721039484734,11.962302256188964,331.28490813865835,2,5.0,68.64944207896947,66.25698162773168,2.3924604512377927
1,33,tsa04,1,7,100,7,7,softwood,10.0,0.20178409428593752,9.936448951789172,9.440003052433834,2.573276311437031,1.7730921024319541,0.0,0.0,0.0,0.0,0.0,5.880815902926636,1.13941804484856,21.650594585890147,3.099474228065981,99.57855862267834,84.28831840490349,395.4477875312724,49.90397356430073,1.580875392430474,0.0,0.0,33589.47012459063,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,686.4944207896947,23.92460451237793,662.5698162773167,1,10.0,68.64944207896947,66.25698162773168,2.3924604512377927
2,33,tsa04,1,7,100,7,7,softwood,5.0,0.11896235446291409,5.2130895714486165,5.323495308372048,1.4041907808357847,0.9613407051751701,0.0,0.0,0.0,0.0,0.0,3.1539921321257207,0.6224734609132431,10.175589043892971,1.437093288759971,49.52418541749205,42.09594789466463,197.38810570471236,23.90011061269959,0.7308929496829923,0.0,0.0,16798.32116623836,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,342.04946922523806,13.021078720294533,329.0283905049435,2,5.0,68.4098938450476,65.8056781009887,2.6042157440589064
1,34,tsa04,1,7,100,7,7,softwood,10.0,0.23792470892582818,10.426179142897233,10.646990616744096,2.8083815616715695,1.9226814103503402,0.0,0.0,0.0,0.0,0.0,6.307984264251441,1.2449469218264861,20.351178087785943,2.874186577519942,99.0483708349841,84.19189578932927,394.7762114094247,47.80022122539918,1.4617858993659847,0.0,0.0,33596.64233247672,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,684.0989384504761,26.042157440589065,658.056781009887,1,10.0,68.4098938450476,65.8056781009887,2.6042157440589064
2,34,tsa04,1,7,100,7,7,softwood,5.0,0.13961714023163765,5.460727541141144,5.968495484879637,1.5287283462620365,1.0395541706460008,0.0,0.0,0.0,0.0,0.0,3.3752238139612394,0.6780352602837467,9.591146206021463,1.334648911920795,49.231712492041865,42.04414658434377,197.05527056008052,22.892684193828604,0.6854548504372833,0.0,0.0,16801.89196234759,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,341.0254455560797,14.137122683160456,326.8883228729193,2,5.0,68.20508911121594,65.37766457458386,2.8274245366320914
1,35,tsa04,1,7,100,7,7,softwood,10.0,0.2792342804632753,10.921455082282288,11.936990969759274,3.057456692524073,2.0791083412920015,0.0,0.0,0.0,0.0,0.0,6.750447627922479,1.3560705205674934,19.182292412042926,2.66929782384159,98.46342498408373,84.08829316868754,394.11054112016103,45.78536838765721,1.3709097008745665,0.0,0.0,33603.78392469518,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,682.0508911121594,28.274245366320912,653.7766457458386,1,10.0,68.20508911121594,65.37766457458386,2.8274245366320914
2,35,tsa04,1,7,100,7,7,softwood,5.0,0.1631377050218476,5.710902241072104,6.655716393136473,1.6604491422817107,1.121156765027444,0.0,0.0,0.0,0.0,0.0,3.6040373033693394,0.7363925001800532,9.069220607122935,1.2416463508080224,48.91382863987518,41.990054297420116,196.72569031271263,21.927844963687136,0.6526024108113242,0.0,0.0,16805.455114392014,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,340.17267963252624,15.311362246539577,324.86131738598675,2,5.0,68.03453592650524,64.97226347719734,3.0622724493079154
1,36,tsa04,1,7,100,7,7,softwood,10.0,0.3262754100436952,11.421804482144209,13.311432786272945,3.3208982845634214,2.242313530054888,0.0,0.0,0.0,0.0,0.0,7.208074606738679,1.4727850003601064,18.13844121424587,2.483292701616045,97.82765727975035,83.98010859484023,393.45138062542526,43.85568992737427,1.3052048216226484,0.0,0.0,33610.91022878403,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,680.3453592650525,30.622724493079154,649.7226347719735,1,10.0,68.03453592650524,64.97226347719734,3.0622724493079154
2,36,tsa04,1,7,100,7,7,softwood,5.0,0.18982671642677967,5.9633795939696554,7.38578755182846,1.7995488385160456,1.2061077988978814,0.0,0.0,0.0,0.0,0.0,3.8403479893553607,0.7975356925398185,8.60716627508774,1.1573908995835354,48.57240223950123,41.93490611280846,196.39966244522356,21.00381021525167,0.6310284022648225,0.0,0.0,16809.01800812192,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,339.48890077125503,16.544650499638824,322.94425027161617,2,5.0,67.89778015425101,64.58885005432323,3.308930099927765
1,37,tsa04,1,7,100,7,7,softwood,10.0,0.37965343285355935,11.926759187939311,14.77157510365692,3.5990976770320913,2.412215597795763,0.0,0.0,0.0,0.0,0.0,7.680695978710721,1.595071385079637,17.21433255017548,2.3147817991670707,97.14480447900246,83.86981222561693,392.7993248904471,42.00762043050334,1.262056804529645,0.0,0.0,33618.03601624384,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,678.9778015425101,33.08930099927765,645.8885005432323,1,10.0,67.89778015425101,64.58885005432323,3.308930099927765
2,37,tsa04,1,7,100,7,7,softwood,5.0,0.2200091129520077,6.2179278449994335,8.159249967973029,1.946219935898656,1.2943555616565767,0.0,0.0,0.0,0.0,0.0,4.084052543828343,0.8614473708328929,8.202448428472781,1.0812456765442324,48.20920654133162,41.8798760568786,196.07747991936816,20.118873825551425,0.619609388284627,0.0,0.0,16812.58776309229,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,338.97200217457237,17.837762423479703,321.13423975109265,2,5.0,67.79440043491448,64.22684795021853,3.5675524846959403
1,38,tsa04,1,7,100,7,7,softwood,10.0,0.4400182259040154,12.435855689998867,16.318499935946058,3.892439871797312,2.5887111233131535,0.0,0.0,0.0,0.0,0.0,8.168105087656686,1.7228947416657858,16.404896856945562,2.162491353088465,96.41841308266324,83.7597521137572,392.1549598387363,40.23774765110285,1.239218776569254,0.0,0.0,33625.17552618458,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,677.9440043491447,35.675524846959405,642.2684795021853,1,10.0,67.79440043491448,64.22684795021853,3.5675524846959403
2,38,tsa04,1,7,100,7,7,softwood,5.0,0.254033002106741,6.474317811267536,8.976552506237297,2.100651171005918,1.3858373659478525,0.0,0.0,0.0,0.0,0.0,4.335029115594461,0.9281017982164852,7.8526488806033,1.012626927752878,47.825924066821386,41.82607987503684,195.75943108118665,19.27140312685309,0.6173798066644777,0.0,0.0,16816.17124363783,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,338.62001653529495,19.191391856565346,319.4286246787296,2,5.0,67.724003307059,63.88572493574592,3.838278371313069
1,39,tsa04,1,7,100,7,7,softwood,10.0,0.508066004213482,12.948635622535072,17.953105012474595,4.201302342011836,2.771674731895705,0.0,0.0,0.0,0.0,0.0,8.670058231188921,1.8562035964329704,15.7052977612066,2.025253855505756,95.65184813364277,83.65215975007368,391.5188621623733,38.54280625370618,1.2347596133289553,0.0,0.0,33632.34248727566,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,677.2400330705899,38.38278371313069,638.8572493574592,1,10.0,67.724003307059,63.88572493574592,3.838278371313069
2,39,tsa04,1,7,100,7,7,softwood,5.0,0.2922705487038138,6.732323124335855,9.838048336102824,2.2630268734273757,1.4804796526022574,0.0,0.0,0.0,0.0,0.0,4.593137534580286,0.997464774927243,7.5554685202876755,0.9509997038189817,47.42415081710537,41.77457766349828,195.44579950531514,18.45983591378248,0.6235095499052027,0.0,0.0,16819.77506896622,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,338.43109251839275,20.606148535172125,317.82494398322063,2,5.0,67.68621850367855,63.56498879664413,4.121229707034425
1,40,tsa04,1,7,100,7,7,softwood,10.0,0.5845410974076276,13.46464624867171,19.67609667220565,4.5260537468547515,2.960959305204515,0.0,0.0,0.0,0.0,0.0,9.186275069160573,1.994929549854486,15.110937040575351,1.9019994076379634,94.84830163421074,83.54915532699656,390.8915990106303,36.91967182756496,1.2470190998104054,0.0,0.0,33639.55013793244,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,676.8621850367855,41.21229707034425,635.6498879664413,1,10.0,67.68621850367855,63.56498879664413,4.121229707034425
2,40,tsa04,1,7,100,7,7,softwood,5.0,0.3351188489373764,6.991720465138389,10.743991473018022,2.433526277431572,1.5781981573032482,0.0,0.0,0.0,0.0,0.0,4.858219540551275,1.069493531101143,7.308727428503497,0.8958738793028522,47.00540029939358,41.72637634993283,195.13686378850207,17.682677580596327,0.6372845677655126,0.0,0.0,16823.40562235614,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,338.40347218747763,22.08255522182861,316.3209169656491,2,5.0,67.68069443749553,63.26418339312981,4.416511044365722
1,41,tsa04,1,7,100,7,7,softwood,10.0,0.6702376978747528,13.983440930276778,21.487982946036045,4.867052554863144,3.1563963146064964,0.0,0.0,0.0,0.0,0.0,9.71643908110255,2.138987062202286,14.617454857006994,1.7917477586057045,94.01080059878716,83.45275269986566,390.27372757700414,35.36535516119265,1.2745691355310251,0.0,0.0,33646.81124471228,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,676.8069443749553,44.16511044365722,632.6418339312982,1,10.0,67.68069443749553,63.26418339312981,4.416511044365722
2,41,tsa04,1,7,100,7,7,softwood,5.0,0.3830007853314067,7.252289790751223,11.694533430248962,2.6123227897787182,1.6788981396268947,0.0,0.0,0.0,0.0,0.0,5.130099048539324,1.1441366953072385,7.1103631020012905,0.8468004866927805,46.571107379034075,41.68243201628493,194.8328973012384,16.93849838304086,0.6580900810259402,0.0,0.0,16827.06905946301,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,338.535469428902,23.621044935737206,314.9144244931648,2,5.0,67.7070938857804,62.98288489863296,4.724208987147441
1,42,tsa04,1,7,100,7,7,softwood,10.0,0.7660015706628134,14.504579581502446,23.389066860497923,5.2246455795574365,3.3577962792537894,0.0,0.0,0.0,0.0,0.0,10.260198097078648,2.288273390614477,14.220726204002581,1.693600973385561,93.14221475806815,83.36486403256986,389.6657946024768,33.87699676608172,1.3161801620518805,0.0,0.0,33654.13811892602,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,677.070938857804,47.24208987147441,629.8288489863296,1,10.0,67.7070938857804,62.98288489863296,4.724208987147441
2,42,tsa04,1,7,100,7,7,softwood,5.0,0.43636585714013576,7.513814552528357,12.68971999870833,2.7995832161470946,1.7824746745125615,0.0,0.0,0.0,0.0,0.0,5.408582461315763,1.2213343318928715,6.958427179492189,0.8033683391878528,46.122631964811795,41.64365206084851,194.53416790552131,16.22593081944537,0.6853960517024147,0.0,0.0,16830.77131574966,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,338.82544941325455,25.22195829903648,313.60349111421806,2,5.0,67.76508988265091,62.72069822284361,5.044391659807296
1,43,tsa04,1,7,100,7,7,softwood,10.0,0.8727317142802715,15.027629105056715,25.37943999741666,5.599166432294189,3.564949349025123,0.0,0.0,0.0,0.0,0.0,10.817164922631527,2.442668663785743,13.916854358984377,1.6067366783757056,92.24526392962359,83.28730412169702,389.06833581104263,32.45186163889074,1.3707921034048294,0.0,0.0,33661.54263149932,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,677.6508988265091,50.44391659807296,627.2069822284361,1,10.0,67.76508988265091,62.72069822284361,5.044391659807296
2,43,tsa04,1,7,100,7,7,softwood,5.0,0.495690980233674,7.7760819051707735,13.729488172606473,2.9954669492670383,1.888813005611385,0.0,0.0,0.0,0.0,0.0,5.693459037507936,1.3010180421209805,6.8510810020639,0.7652009186230528,45.66126253472441,41.61089719975104,194.24093764606198,15.543667125899393,0.7187446034688137,0.0,0.0,16834.518113070477,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,339.2718091231108,26.88554101288934,312.38626811022147,2,5.0,67.85436182462216,62.477253622044294,5.377108202577868
1,44,tsa04,1,7,100,7,7,softwood,10.0,0.991381960467348,15.552163810341547,27.458976345212946,5.9909338985340765,3.77762601122277,0.0,0.0,0.0,0.0,0.0,11.386918075015872,2.602036084241961,13.7021620041278,1.5304018372461057,91.32252506944882,83.22179439950207,388.48187529212396,31.087334251798787,1.4374892069376275,0.0,0.0,33669.036226140954,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,678.5436182462216,53.77108202577868,624.7725362204429,1,10.0,67.85436182462216,62.477253622044294,5.377108202577868
2,44,tsa04,1,7,100,7,7,softwood,5.0,0.5614812499168933,8.038882906348011,14.813663239323102,3.200125122486223,1.9977889593343157,0.0,0.0,0.0,0.0,0.0,5.984501322331617,1.3831111252914257,6.7865902850940465,0.7319535068134988,45.18821950916301,41.58498331047274,193.95346242166326,14.890456880551476,0.7577391279623896,0.0,0.0,16838.31496544709,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,339.872958966752,28.611941477408546,311.2610174893435,2,5.0,67.9745917933504,62.2522034978687,5.722388295481709
1,45,tsa04,1,7,100,7,7,softwood,10.0,1.1229624998337866,16.077765812696022,29.627326478646204,6.400250244972446,3.9955779186686313,0.0,0.0,0.0,0.0,0.0,11.969002644663234,2.7662222505828513,13.573180570188093,1.4639070136269976,90.37643901832602,83.16996662094547,387.9069248433265,29.78091376110295,1.5154782559247792,0.0,0.0,33676.62993089418,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,679.745917933504,57.22388295481709,622.522034978687,1,10.0,67.9745917933504,62.2522034978687,5.722388295481709
2,45,tsa04,1,7,100,7,7,softwood,5.0,0.6342706595094905,8.302012706540271,15.941956052441398,3.4136997331139662,2.109269417791071,0.0,0.0,0.0,0.0,0.0,6.281465646377193,1.4675287967644992,6.763319132815059,0.7033105403841035,44.704658478124415,41.566683121990465,193.67199164300018,14.265104712246227,0.8020348488528295,0.0,0.0,16842.167184080892,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,340.62730548995114,30.401208569396196,310.226096920555,2,5.0,68.12546109799023,62.045219384111,6.080241713879239
1,46,tsa04,1,7,100,7,7,softwood,10.0,1.268541319018981,16.604025413080542,31.883912104882796,6.8273994662279325,4.218538835582142,0.0,0.0,0.0,0.0,0.0,12.562931292754387,2.9350575935289984,13.526638265630117,1.406621080768207,89.40931695624883,83.13336624398093,387.34398328600037,28.530209424492455,1.604069697705659,0.0,0.0,33684.334368161784,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,681.2546109799023,60.80241713879239,620.45219384111,1,10.0,68.12546109799023,62.045219384111,6.080241713879239
2,46,tsa04,1,7,100,7,7,softwood,5.0,0.7146227668581207,8.565270728815275,17.113960507414838,3.6363227405012166,2.22311284818437,0.0,0.0,0.0,0.0,0.0,6.584092696429941,1.5541784601820008,6.779723587639105,0.6789831708017076,44.21167328879234,41.556727757669805,193.39676788259922,13.666468108884786,0.8513306468327098,0.0,0.0,16846.07988165343,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,341.53323519160546,32.25328959177382,309.2799455998316,2,5.0,68.30664703832109,61.85598911996632,6.450657918354764
1,47,tsa04,1,7,100,7,7,softwood,10.0,1.4292455337162413,17.13054145763055,34.227921014829676,7.272645481002433,4.44622569636874,0.0,0.0,0.0,0.0,0.0,13.168185392859883,3.1083569203640016,13.55944717527821,1.3579663416034151,88.42334657758468,83.11345551533961,386.79353576519844,27.33293621776957,1.7026612936654195,0.0,0.0,33692.15976330686,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,683.0664703832109,64.50657918354764,618.5598911996632,1,10.0,68.30664703832109,61.85598911996632,6.450657918354764
2,47,tsa04,1,7,100,7,7,softwood,5.0,0.8031313002622653,8.82846083829772,18.329151239843107,3.8681151443964037,2.339169885609084,0.0,0.0,0.0,0.0,0.0,6.892108160913494,1.642960031309427,6.834344873350454,0.6587070128498209,43.71029899954726,41.555808138199325,193.128026522419,13.09345532105188,0.9053619757060106,0.0,0.0,16850.057975969863,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,342.58909944375523,34.16802840840858,308.42107103534664,2,5.0,68.51781988875105,61.68421420706933,6.833605681681716
1,48,tsa04,1,7,100,7,7,softwood,10.0,1.6062626005245306,17.65692167659544,36.65830247968621,7.736230288792807,4.678339771218168,0.0,0.0,0.0,0.0,0.0,13.784216321826989,3.285920062618854,13.668689746700908,1.3174140256996418,87.42059799909453,83.11161627639865,386.256053044838,26.18691064210376,1.8107239514120212,0.0,0.0,33700.115951939726,41.729516230614934,375.55381239107805,0.0,0.0,tsa04 1 7 100 7 7,685.1781988875105,68.33605681681716,616.8421420706933,1,10.0,68.51781988875105,61.68421420706933,6.833605681681716
2,48,tsa04,1,7,100,7,7,softwood,5.0,0.9004206945724946,9.091391501131076,19.586881566818466,4.109186049666765,2.4572839656131276,0.0,0.0,0.0,0.0,0.0,7.205223451214863,1.7337663108758203,6.925802463436758,0.6422400661915294,43.2015147061976,41.564576252725296,192.865995404064,12.545023356601314,0.9638947230923407,0.0,0.0,16854.106193003397,20.864758115307467,187.77690619553903,0.0,0.0,tsa04 1 7 100 7 7,343.7932005122014,36.14516377780193,307.64803673439945,2,5.0,68.75864010244028,61.52960734687989,7.229032755560387
